employee_name,user_id,email,role,1,functional_unit,department,team,supervisor,date,pc,activity
Norman Jackson Beck,NJB0243,Norman.Jackson.Beck@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-02-2010 19:15,PC-6163,Logoff
Gregory Curran Sutton,GCS0518,Gregory.Curran.Sutton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-02-2010 19:42,PC-4659,Logoff
Nicole Macey Craig,NMC0486,Nicole.Macey.Craig@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-02-2010 19:43,PC-0246,Logoff
Keegan Marvin Benson,KMB0922,Keegan.Marvin.Benson@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-02-2010 19:45,PC-2113,Logoff
Cecilia Freya Morgan,CFM0767,Cecilia.Freya.Morgan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-02-2010 20:32,PC-6032,Logoff
Holmes Arden Day,HAD0246,Holmes.Arden.Day@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-03-2010 00:56,PC-8884,Logon
Alexa Nadine Poole,ANP0555,Alexa.Nadine.Poole@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-03-2010 01:12,PC-8884,Logoff
Leslie Briar Fields,LBF0214,Leslie.Briar.Fields@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-03-2010 06:50,PC-0166,Logon
Dacey Jorden Bowen,DJB0159,Dacey.Jorden.Bowen@dtaa.com,Director,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Hyatt Trevor Hayes,01-03-2010 07:06,PC-6539,Logon
Baxter William Price,BWP0202,Baxter.William.Price@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,01-03-2010 07:07,PC-0151,Logon
Flavia Fiona Cannon,FFC0891,Flavia.Fiona.Cannon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 07:13,PC-3640,Logon
Amal Judah Rich,AJR0932,Amal.Judah.Rich@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-03-2010 07:13,PC-9787,Logon
Blair Deborah Vaughn,BDV0168,Blair.Deborah.Vaughn@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 07:15,PC-6184,Logon
Cassady Quincy Hampton,CQH0730,Cassady.Quincy.Hampton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-03-2010 07:17,PC-7188,Logon
Jena Chanda Rollins,JCR0289,Jena.Chanda.Rollins@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-03-2010 07:24,PC-5758,Logon
Addison Edward Snyder,AES0827,Addison.Edward.Snyder@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 07:24,PC-3446,Logon
Sydnee Leilani Parsons,SLP0762,Sydnee.Leilani.Parsons@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-03-2010 07:33,PC-3819,Logon
Cheyenne Lesley Dominguez,CLD0894,Cheyenne.Lesley.Dominguez@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 07:41,PC-0384,Logon
Leo Chaney Daugherty,LCD0622,Leo.Chaney.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-03-2010 07:41,PC-2211,Logon
Caleb Mason Ball,CMB0912,Caleb.Mason.Ball@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Todd Vance Spears,01-03-2010 07:45,PC-7088,Logon
Zenia Kiona Stevenson,ZKS0899,Zenia.Kiona.Stevenson@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 07:46,PC-1313,Logon
James Cain Vargas,JCV0245,James.Cain.Vargas@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-03-2010 07:48,PC-2697,Logon
Ali Murphy Hurley,AMH0794,Ali.Murphy.Hurley@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-03-2010 07:49,PC-1917,Logon
Francis Kane Buckner,FKB0163,Francis.Kane.Buckner@dtaa.com,Statistician,1,5 - SalesAndMarketing,1 - MarketAnalysis,,Dacey Jorden Bowen,01-03-2010 07:51,PC-1586,Logon
Amena Karyn Christian,AKC0924,Amena.Karyn.Christian@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-03-2010 07:52,PC-4736,Logon
Ivory Leandra Rogers,ILR0304,Ivory.Leandra.Rogers@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-03-2010 07:54,PC-5002,Logon
Arthur John Floyd,AJF0370,Arthur.John.Floyd@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-03-2010 07:55,PC-8370,Logon
Octavius Kelly Castaneda,OKC0107,Octavius.Kelly.Castaneda@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-03-2010 07:57,PC-0926,Logon
Oren Clinton Sharpe,OCS0865,Oren.Clinton.Sharpe@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-03-2010 07:57,PC-7558,Logon
Urielle Jane Carter,UJC0737,Urielle.Jane.Carter@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-03-2010 08:01,PC-6163,Logon
Marshall Benjamin Wilcox,MBW0809,Marshall.Benjamin.Wilcox@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-03-2010 08:01,PC-2321,Logon
Martina Cassandra Fields,MCF0327,Martina.Cassandra.Fields@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 08:03,PC-7989,Logon
Sylvester Guy Sanders,SGS0268,Sylvester.Guy.Sanders@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-03-2010 08:04,PC-7500,Logon
Brian Nathaniel Greer,BNG0237,Brian.Nathaniel.Greer@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-03-2010 08:05,PC-3842,Logon
Olympia Shafira Harrison,OSH0655,Olympia.Shafira.Harrison@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 08:05,PC-2244,Logon
Catherine Savannah Bullock,CSB0080,Catherine.Savannah.Bullock@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-03-2010 08:13,PC-3672,Logon
Ella Rachel Hess,ERH0449,Ella.Rachel.Hess@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-03-2010 08:15,PC-4659,Logon
Eagan Gannon Koch,EGK0893,Eagan.Gannon.Koch@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 08:15,PC-7295,Logon
Maggy Melissa Burt,MMB0488,Maggy.Melissa.Burt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 08:15,PC-9353,Logon
Abel Adam Morton,AAM0658,Abel.Adam.Morton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 08:22,PC-8790,Logon
Eliana Stephanie Albert,ESA0642,Eliana.Stephanie.Albert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 08:23,PC-6032,Logon
Chandler Raymond Kirk,CRK0916,Chandler.Raymond.Kirk@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-03-2010 08:27,PC-9819,Logon
Bruno Beau Hoover,BBH0810,Bruno.Beau.Hoover@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-03-2010 08:28,PC-8001,Logon
Jessica Rachel Freeman,JRF0835,Jessica.Rachel.Freeman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 08:29,PC-8118,Logon
Sloane Jade Cochran,SJC0333,Sloane.Jade.Cochran@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-03-2010 08:30,PC-0840,Logon
Halla Cathleen Simmons,HCS0003,Halla.Cathleen.Simmons@dtaa.com,VicePresident,1,1 - Adminstration,,,Mona Susan Shannon,01-03-2010 08:32,PC-0246,Logon
Edan Marsden Briggs,EMB0531,Edan.Marsden.Briggs@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 08:39,PC-0435,Logon
Jane Ignacia Mcdonald,JIM0095,Jane.Ignacia.Mcdonald@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-03-2010 08:45,PC-3571,Logon
Kay Janna Snider,KJS0618,Kay.Janna.Snider@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-03-2010 08:48,PC-8067,Logon
Eaton Burton Crane,EBC0390,Eaton.Burton.Crane@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-03-2010 08:48,PC-6113,Logon
Willa Giselle Stanton,WGS0516,Willa.Giselle.Stanton@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 08:52,PC-9901,Logon
Nissim Gil French,NGF0157,Nissim.Gil.French@dtaa.com,FinancialAnalyst,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard,01-03-2010 08:53,PC-3683,Logon
Katell Amethyst Thornton,KAT0489,Katell.Amethyst.Thornton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 09:00,PC-9896,Logon
Cora Clementine Higgins,CCH0685,Cora.Clementine.Higgins@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-03-2010 09:01,PC-0008,Logon
Doris Mona Michael,DMM0623,Doris.Mona.Michael@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-03-2010 09:02,PC-5883,Logon
Sylvia Ariana Head,SAH0599,Sylvia.Ariana.Head@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-03-2010 09:03,PC-0269,Logon
Connor Phelan Guerra,CPG0322,Connor.Phelan.Guerra@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 09:03,PC-2288,Logon
Orson Barrett Houston,OBH0499,Orson.Barrett.Houston@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 09:09,PC-6249,Logon
Sage Nichole Savage,SNS0129,Sage.Nichole.Savage@dtaa.com,AdministrativeAssistant,1,3 - Manufacturing,3 - Assembly,,Delilah Iliana Wilkinson,01-03-2010 09:11,PC-8262,Logon
Philip Keith Barron,PKB0429,Philip.Keith.Barron@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-03-2010 09:17,PC-1312,Logon
Nicole Aurelia Hanson,NAH0503,Nicole.Aurelia.Hanson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 09:26,PC-2744,Logon
Felicia Rhona Butler,FRB0023,Felicia.Rhona.Butler@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,2 - EmployeeRelations,,Blaze Trevor Stone,01-03-2010 10:54,PC-9787,Logon
Amir Hayden Gray,AHG0634,Amir.Hayden.Gray@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 10:59,PC-5758,Logon
Chadwick Wayne Bond,CWB0065,Chadwick.Wayne.Bond@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,01-03-2010 11:07,PC-3446,Logon
Aurora Tatiana Payne,ATP0662,Aurora.Tatiana.Payne@dtaa.com,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Todd Vance Spears,01-03-2010 11:20,PC-7295,Logon
Dalton Perry Mejia,DPM0423,Dalton.Perry.Mejia@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-03-2010 11:36,PC-8370,Logon
Walter Kaseem Foley,WKF0012,Walter.Kaseem.Foley@dtaa.com,Director,1,1 - Adminstration,3 - Training,,Halla Cathleen Simmons,01-03-2010 11:39,PC-0246,Logon
Jarrod Malik Burris,JMB0308,Jarrod.Malik.Burris@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 11:44,PC-1313,Logon
Amity Kendall Foley,AKF0709,Amity.Kendall.Foley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-03-2010 11:46,PC-6113,Logon
Jermaine Mannix Hansen,JMH0543,Jermaine.Mannix.Hansen@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-03-2010 11:51,PC-7188,Logon
Camille Julie Freeman,CJF0802,Camille.Julie.Freeman@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-03-2010 11:59,PC-6184,Logon
Ignatius Reese Morton,IRM0931,Ignatius.Reese.Morton@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-03-2010 12:03,PC-3640,Logon
Fulton Quinn Avery,FQA0854,Fulton.Quinn.Avery@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-03-2010 12:05,PC-6539,Logon
Cecilia Yuri Ashley,CYA0506,Cecilia.Yuri.Ashley@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 12:10,PC-3571,Logon
Gay Ria Cantu,GRC0145,Gay.Ria.Cantu@dtaa.com,AdministrativeAssistant,1,4 - Finance,,,Thomas Vladimir Stokes,01-03-2010 12:14,PC-0926,Logon
Benjamin Lewis Sweeney,BLS0678,Benjamin.Lewis.Sweeney@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-03-2010 12:24,PC-7989,Logon
Harlan Jason Benjamin,HJB0742,Harlan.Jason.Benjamin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-03-2010 12:28,PC-7500,Logon
Kimberley Kiona Sosa,KKS0119,Kimberley.Kiona.Sosa@dtaa.com,Manager,1,3 - Manufacturing,4 - QualityControl,,Byron Tyrone Williamson,01-03-2010 12:34,PC-2211,Logon
Raymond Arsenio Blackwell,RAB0589,Raymond.Arsenio.Blackwell@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-03-2010 12:34,PC-4736,Logon
Demetrius Barry Bullock,DBB0384,Demetrius.Barry.Bullock@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-03-2010 12:44,PC-0384,Logon
Teagan Raven Kennedy,TRK0914,Teagan.Raven.Kennedy@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-03-2010 13:02,PC-9819,Logon
Blossom Scarlett Aguirre,BSA0431,Blossom.Scarlett.Aguirre@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-03-2010 13:11,PC-6163,Logon
Rachel Hermione Le,RHL0992,Rachel.Hermione.Le@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,01-03-2010 13:25,PC-0435,Logon
Caldwell Ian Maxwell,CIM0926,Caldwell.Ian.Maxwell@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-03-2010 13:29,PC-6032,Logon
Cassidy Florence Gibbs,CFG0959,Cassidy.Florence.Gibbs@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-03-2010 13:35,PC-0840,Logon
Vera Mollie Jenkins,VMJ0147,Vera.Mollie.Jenkins@dtaa.com,Manager,1,4 - Finance,2 - Payroll,,Thomas Vladimir Stokes,01-03-2010 13:35,PC-7088,Logon
Sawyer Abel Turner,SAT0194,Sawyer.Abel.Turner@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,01-03-2010 13:44,PC-0008,Logon
Harper Basil Obrien,HBO0413,Harper.Basil.Obrien@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-03-2010 13:51,PC-9353,Logon
Declan Zachery Caldwell,DZC0228,Declan.Zachery.Caldwell@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,Jackson Linus Wilkerson,01-03-2010 13:54,PC-4659,Logon
Theodore Eagan Bass,TEB0251,Theodore.Eagan.Bass@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-03-2010 13:55,PC-4124,Logon
Maryam Nelle Ruiz,MNR0829,Maryam.Nelle.Ruiz@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 13:57,PC-5883,Logon
Daryl Ocean Patel,DOP0562,Daryl.Ocean.Patel@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-03-2010 14:03,PC-3842,Logon
Uriel Axel Diaz,UAD0771,Uriel.Axel.Diaz@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-03-2010 14:37,PC-4124,Logoff
Ayanna Leandra Dunlap,ALD0544,Ayanna.Leandra.Dunlap@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-03-2010 14:48,PC-9896,Logon
Lysandra Chastity Brennan,LCB0664,Lysandra.Chastity.Brennan@dtaa.com,Manager,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Donovan Carlos Chapman,01-03-2010 15:37,PC-4736,Logoff
Hyacinth Clare Lindsay,HCL0113,Hyacinth.Clare.Lindsay@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-03-2010 15:42,PC-8370,Logoff
Tamara Shaeleigh Best,TSB0437,Tamara.Shaeleigh.Best@dtaa.com,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-03-2010 15:56,PC-0384,Logoff
Elton Zeus Horton,EZH0736,Elton.Zeus.Horton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-03-2010 15:57,PC-3819,Logoff
Josiah Chester Gray,JCG0316,Josiah.Chester.Gray@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-03-2010 15:59,PC-2321,Logoff
Malcolm Sebastian Garrison,MSG0839,Malcolm.Sebastian.Garrison@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 16:01,PC-0166,Logoff
Lionel Jasper Johnston,LJJ0905,Lionel.Jasper.Johnston@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 16:14,PC-7188,Logoff
Hall Colorado Morin,HCM0267,Hall.Colorado.Morin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-03-2010 16:17,PC-9787,Logoff
Malachi Thor Butler,MTB0620,Malachi.Thor.Butler@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-03-2010 16:21,PC-4124,Logon
Clayton Clark Humphrey,CCH0182,Clayton.Clark.Humphrey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-03-2010 16:24,PC-3640,Logoff
Cole Aaron Mcfarland,CAM0681,Cole.Aaron.Mcfarland@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-03-2010 16:29,PC-6539,Logoff
Lyle Brady Hayes,LBH0942,Lyle.Brady.Hayes@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-03-2010 16:30,PC-3672,Logoff
Cedric Alexander Bowers,CAB0388,Cedric.Alexander.Bowers@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-03-2010 16:30,PC-0151,Logoff
William Graham Rowe,WGR0833,William.Graham.Rowe@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 16:31,PC-0840,Logoff
Mohammad Taylor Terrell,MTT0901,Mohammad.Taylor.Terrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 16:41,PC-1917,Logoff
Gisela Quintessa Fischer,GQF0659,Gisela.Quintessa.Fischer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-03-2010 16:54,PC-6249,Logoff
Callum Scott Parrish,CSP0197,Callum.Scott.Parrish@dtaa.com,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,,August Armando Evans,01-03-2010 16:55,PC-5883,Logoff
Octavia May Maddox,OMM0944,Octavia.May.Maddox@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-03-2010 16:57,PC-0269,Logoff
Irma Melanie Patrick,IMP0530,Irma.Melanie.Patrick@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 16:58,PC-2288,Logoff
Owen Ross Burks,ORB0473,Owen.Ross.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-03-2010 16:58,PC-7500,Logoff
Jenette McKenzie Lynn,JML0909,Jenette.McKenzie.Lynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-03-2010 16:59,PC-9896,Logoff
Noble Devin Mack,NDM0417,Noble.Devin.Mack@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-03-2010 16:59,PC-0926,Logoff
Ferdinand Rashad Lee,FRL0511,Ferdinand.Rashad.Lee@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 17:04,PC-8067,Logoff
Lynn Adena Pratt,LAP0338,Lynn.Adena.Pratt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-03-2010 17:16,PC-4124,Logoff
Harper Clark Vazquez,HCV0478,Harper.Clark.Vazquez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,01-03-2010 17:20,PC-2244,Logoff
Kimberley Joy Anderson,KJA0152,Kimberley.Joy.Anderson@dtaa.com,AdministrativeAssistant,1,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,01-03-2010 17:28,PC-7989,Logoff
Erasmus Cameron Franco,ECF0828,Erasmus.Cameron.Franco@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-03-2010 17:29,PC-0435,Logoff
Buffy Vivien Nichols,BVN0514,Buffy.Vivien.Nichols@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-03-2010 17:38,PC-1313,Logoff
Bruno Stewart Silva,BSS0463,Bruno.Stewart.Silva@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-03-2010 17:45,PC-2211,Logoff
Jonathan John Martinez,JJM0203,Jonathan.John.Martinez@dtaa.com,Engineer,1,6 - PurchasingAndContracts,3 - Contracts,,Whoopi Britanney Camacho,01-03-2010 17:51,PC-7088,Logoff
Adam Ishmael Mcdaniel,AIM0627,Adam.Ishmael.Mcdaniel@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-03-2010 17:54,PC-3571,Logoff
